synapse_file_id  filename
syn53009008  BBN_7404_SSC_S1_L001_R1_001.fastq.gz
syn53009408  BBN_7404_SSC_S1_L001_R2_001.fastq.gz
syn53009003  BBN_7519_EC_S1_L001_R1_001.fastq.gz
syn53009873  BBN_7519_EC_S1_L001_R2_001.fastq.gz
syn53056197  BBN_7519_MTG_S1_L001_R1_001.fastq.gz
syn53056536  BBN_7519_MTG_S1_L001_R2_001.fastq.gz
syn53055527  BBN_7519_SSC_S1_L001_R1_001.fastq.gz
syn53058198  BBN_7519_SSC_S1_L001_R2_001.fastq.gz
syn53055534  BBN_7540_MTG_S1_L001_R1_001.fastq.gz
syn53058206  BBN_7540_MTG_S1_L001_R2_001.fastq.gz
syn53009024  BBN_7540_SSC_S1_L001_R1_001.fastq.gz
syn53009877  BBN_7540_SSC_S1_L001_R2_001.fastq.gz
syn53009002  BBN_7545_EC_S1_L001_R1_001.fastq.gz
syn53009879  BBN_7545_EC_S1_L001_R2_001.fastq.gz
syn53009004  BBN_7545_SSC_S1_L001_R1_001.fastq.gz
syn53009881  BBN_7545_SSC_S1_L001_R2_001.fastq.gz
syn53009028  BBN_7554_EC_S1_L001_R1_001.fastq.gz
syn53009887  BBN_7554_EC_S1_L001_R2_001.fastq.gz
syn53009023  BBN_7554_SSC_S1_L001_R1_001.fastq.gz
syn53009891  BBN_7554_SSC_S1_L001_R2_001.fastq.gz
syn53009016  BBN_7555_SSC_S1_L001_R1_001.fastq.gz
syn53009892  BBN_7555_SSC_S1_L001_R2_001.fastq.gz
syn53009006  BBN_7617_EC_S1_L001_R1_001.fastq.gz
syn53009894  BBN_7617_EC_S1_L001_R2_001.fastq.gz
syn53056212  BBN_7617_MTG_S1_L001_R1_001.fastq.gz
syn53056550  BBN_7617_MTG_S1_L001_R2_001.fastq.gz
syn53009007  BBN_7617_SSC_S1_L001_R1_001.fastq.gz
syn53009896  BBN_7617_SSC_S1_L001_R2_001.fastq.gz
syn53056399  BBN_8051_MTG_S1_L001_R1_001.fastq.gz
syn53056889  BBN_8051_MTG_S1_L001_R2_001.fastq.gz
syn53009208  BBN_9727_EC_S1_L001_R1_001.fastq.gz
syn53009967  BBN_9727_EC_S1_L001_R2_001.fastq.gz
syn53056223  BBN_9727_MTG_S1_L001_R1_001.fastq.gz
syn53056584  BBN_9727_MTG_S1_L001_R2_001.fastq.gz
syn53122666  BBN_9727_SSC_S1_L001_R1_001.fastq.gz
syn53122861  BBN_9727_SSC_S1_L001_R2_001.fastq.gz
syn53122680  BBN_9727_SSC_S2_L001_R1_001.fastq.gz
syn53122864  BBN_9727_SSC_S2_L001_R2_001.fastq.gz
syn53009051  BBN_9760_EC_S1_L001_R1_001.fastq.gz
syn53009974  BBN_9760_EC_S1_L001_R2_001.fastq.gz
syn53009054  BBN_9760_SSC_S1_L001_R1_001.fastq.gz
syn53009980  BBN_9760_SSC_S1_L001_R2_001.fastq.gz
syn53009224  BBN_9779_EC_S1_L001_R1_001.fastq.gz
syn53010051  BBN_9779_EC_S1_L001_R2_001.fastq.gz
syn53056297  BBN_9779_MTG_S1_L001_R1_001.fastq.gz
syn53056725  BBN_9779_MTG_S1_L001_R2_001.fastq.gz
syn53055580  BBN_9779_SSC_S1_L001_R1_001.fastq.gz
syn53058191  BBN_9779_SSC_S1_L001_R2_001.fastq.gz
syn53009270  BBN_9939_EC_S1_L001_R1_001.fastq.gz
syn53016723  BBN_9939_EC_S1_L001_R2_001.fastq.gz
syn53122739  BBN_9939_SSC_S1_L001_R1_001.fastq.gz
syn53122911  BBN_9939_SSC_S1_L001_R2_001.fastq.gz
syn53122741  BBN_9939_SSC_S2_L001_R1_001.fastq.gz
syn53122916  BBN_9939_SSC_S2_L001_R2_001.fastq.gz
syn53009279  BBN_9944_EC_S1_L001_R1_001.fastq.gz
syn53016761  BBN_9944_EC_S1_L001_R2_001.fastq.gz
syn53009276  BBN_9944_SSC_S1_L001_R1_001.fastq.gz
syn53016760  BBN_9944_SSC_S1_L001_R2_001.fastq.gz
syn53009239  BBN_9953_EC_S1_L001_R1_001.fastq.gz
syn53016729  BBN_9953_EC_S1_L001_R2_001.fastq.gz
syn53056312  BBN_9953_MTG_S1_L001_R1_001.fastq.gz
syn53056747  BBN_9953_MTG_S1_L001_R2_001.fastq.gz
syn53056318  BBN_9953_SSC_S1_L001_R1_001.fastq.gz
syn53056764  BBN_9953_SSC_S1_L001_R2_001.fastq.gz
syn53058696  BBN_9980_DPFC_S1_L001_R1_001.fastq.gz
syn53063030  BBN_9980_DPFC_S1_L001_R2_001.fastq.gz
syn53122750  BBN_9980_EC_S1_L001_R1_001.fastq.gz
syn53122920  BBN_9980_EC_S1_L001_R2_001.fastq.gz
syn53122752  BBN_9980_EC_S2_L001_R1_001.fastq.gz
syn53058700  BBN_9980_MTG_S1_L001_R1_001.fastq.gz
syn53063032  BBN_9980_MTG_S1_L001_R2_001.fastq.gz
syn53058701  BBN_9984_DPFC_S1_L001_R1_001.fastq.gz
syn53063031  BBN_9984_DPFC_S1_L001_R2_001.fastq.gz
syn53009245  BBN_9984_EC_S1_L001_R1_001.fastq.gz
syn53016742  BBN_9984_EC_S1_L001_R2_001.fastq.gz
syn53009222  BBN_9984_MTG_S1_L001_R1_001.fastq.gz
syn53016741  BBN_9984_MTG_S1_L001_R2_001.fastq.gz
syn53129530  BBN_9984_MTG_S2_L001_R1_001.fastq.gz
syn53129548  BBN_9984_MTG_S2_L001_R2_001.fastq.gz
syn53129532  BBN_9984_MTG_S3_L001_R1_001.fastq.gz
syn53129562  BBN_9984_MTG_S3_L001_R2_001.fastq.gz
syn53129531  BBN_9984_MTG_S4_L001_R1_001.fastq.gz
syn53129560  BBN_9984_MTG_S4_L001_R2_001.fastq.gz
syn53122760  BBN_9984_SSC_S1_L001_R1_001.fastq.gz
syn53122930  BBN_9984_SSC_S1_L001_R2_001.fastq.gz
syn53122764  BBN_9984_SSC_S2_L001_R1_001.fastq.gz
syn53122933  BBN_9984_SSC_S2_L001_R2_001.fastq.gz
syn53058616  BBN001_30883_DPFC_S1_L001_R1_001.fastq.gz
syn53058720  BBN001_30883_DPFC_S1_L001_R2_001.fastq.gz
syn53058617  BBN001_35182_DPFC_S1_L001_R1_001.fastq.gz
syn53061714  BBN001_35182_DPFC_S1_L001_R2_001.fastq.gz
syn53122802  BBN001_35182_MTG_S1_L001_R1_001.fastq.gz
syn53122969  BBN001_35182_MTG_S1_L001_R2_001.fastq.gz
syn53122804  BBN001_35182_MTG_S2_L001_R1_001.fastq.gz
syn53122970  BBN001_35182_MTG_S2_L001_R2_001.fastq.gz
syn53058619  BBN002_26278_DPFC_S1_L001_R1_001.fastq.gz
syn53061721  BBN002_26278_DPFC_S1_L001_R2_001.fastq.gz
syn53122806  BBN002_26278_MTG_S1_L001_R1_001.fastq.gz
syn53122972  BBN002_26278_MTG_S1_L001_R2_001.fastq.gz
syn53122807  BBN002_26278_MTG_S2_L001_R1_001.fastq.gz
syn53122974  BBN002_26278_MTG_S2_L001_R2_001.fastq.gz
syn53058620  BBN002_28858_DPFC_S1_L001_R1_001.fastq.gz
syn53061731  BBN002_28858_DPFC_S1_L001_R2_001.fastq.gz
syn53058623  BBN002_28858_MTG_S1_L001_R1_001.fastq.gz
syn53061729  BBN002_28858_MTG_S1_L001_R2_001.fastq.gz
syn53058624  BBN002_30840_DPFC_S1_L001_R1_001.fastq.gz
syn53061730  BBN002_30840_DPFC_S1_L001_R2_001.fastq.gz
syn53058625  BBN002_30840_MTG_S1_L001_R1_001.fastq.gz
syn53061732  BBN002_30840_MTG_S1_L001_R2_001.fastq.gz
syn53058626  BBN002_32628_DPFC_S1_L001_R1_001.fastq.gz
syn53061733  BBN002_32628_DPFC_S1_L001_R2_001.fastq.gz
syn53058628  BBN002_32628_MTG_S1_L001_R1_001.fastq.gz
syn53061734  BBN002_32628_MTG_S1_L001_R2_001.fastq.gz
syn53058629  BBN002_32844_DPFC_S1_L001_R1_001.fastq.gz
syn53061735  BBN002_32844_DPFC_S1_L001_R2_001.fastq.gz
syn53058630  BBN002_32844_MTG_S1_L001_R1_001.fastq.gz
syn53061736  BBN002_32844_MTG_S1_L001_R2_001.fastq.gz
syn53122809  BBN002_35951_DPFC_S1_L001_R1_001.fastq.gz
syn53122976  BBN002_35951_DPFC_S1_L001_R2_001.fastq.gz
syn53122811  BBN002_35951_DPFC_S2_L001_R1_001.fastq.gz
syn53122978  BBN002_35951_DPFC_S2_L001_R2_001.fastq.gz
syn53122812  BBN002_35951_MTG_S1_L001_R1_001.fastq.gz
syn53122977  BBN002_35951_MTG_S1_L001_R2_001.fastq.gz
syn53122816  BBN002_35951_MTG_S2_L001_R1_001.fastq.gz
syn53122982  BBN002_35951_MTG_S2_L001_R2_001.fastq.gz
syn53122815  BBN002_36130_DPFC_S1_L001_R1_001.fastq.gz
syn53122980  BBN002_36130_DPFC_S1_L001_R2_001.fastq.gz
syn53122819  BBN002_36130_DPFC_S2_L001_R1_001.fastq.gz
syn53122985  BBN002_36130_DPFC_S2_L001_R2_001.fastq.gz
syn53122820  BBN002_36130_MTG_S1_L001_R1_001.fastq.gz
syn53122987  BBN002_36130_MTG_S1_L001_R2_001.fastq.gz
syn53122817  BBN002_36130_MTG_S2_L001_R1_001.fastq.gz
syn53122984  BBN002_36130_MTG_S2_L001_R2_001.fastq.gz
syn53122822  BBN006_30165_DPFC_S1_L001_R1_001.fastq.gz
syn53122989  BBN006_30165_DPFC_S1_L001_R2_001.fastq.gz
syn53122824  BBN006_30165_DPFC_S2_L001_R1_001.fastq.gz
syn53122991  BBN006_30165_DPFC_S2_L001_R2_001.fastq.gz
syn53122826  BBN006_30165_MTG_S1_L001_R1_001.fastq.gz
syn53122992  BBN006_30165_MTG_S1_L001_R2_001.fastq.gz
syn53122828  BBN006_30165_MTG_S2_L001_R1_001.fastq.gz
syn53122994  BBN006_30165_MTG_S2_L001_R2_001.fastq.gz
syn53122830  BBN006_30889_DPFC_S1_L001_R1_001.fastq.gz
syn53122996  BBN006_30889_DPFC_S1_L001_R2_001.fastq.gz
syn53122833  BBN006_30889_DPFC_S2_L001_R1_001.fastq.gz
syn53122999  BBN006_30889_DPFC_S2_L001_R2_001.fastq.gz
syn53122834  BBN006_30889_MTG_S1_L001_R1_001.fastq.gz
syn53122997  BBN006_30889_MTG_S1_L001_R2_001.fastq.gz
syn53122837  BBN006_30889_MTG_S2_L001_R1_001.fastq.gz
syn53123002  BBN006_30889_MTG_S2_L001_R2_001.fastq.gz
syn53058645  BBN006_34151_DPFC_S1_L001_R1_001.fastq.gz
syn53061760  BBN006_34151_DPFC_S1_L001_R2_001.fastq.gz
syn53122838  BBN006_34151_MTG_S1_L001_R1_001.fastq.gz
syn53123003  BBN006_34151_MTG_S1_L001_R2_001.fastq.gz
syn53122840  BBN006_34151_MTG_S2_L001_R1_001.fastq.gz
syn53123005  BBN006_34151_MTG_S2_L001_R2_001.fastq.gz
syn53058647  BBN006_35417_DPFC_S1_L001_R1_001.fastq.gz
syn53061762  BBN006_35417_DPFC_S1_L001_R2_001.fastq.gz
syn53058649  BBN006_35417_MTG_S1_L001_R1_001.fastq.gz
syn53061763  BBN006_35417_MTG_S1_L001_R2_001.fastq.gz
syn53058650  BBN006_35453_DPFC_S1_L001_R1_001.fastq.gz
syn53061764  BBN006_35453_DPFC_S1_L001_R2_001.fastq.gz
syn53122841  BBN006_35453_MTG_S1_L001_R1_001.fastq.gz
syn53123006  BBN006_35453_MTG_S1_L001_R2_001.fastq.gz
syn53122843  BBN006_35453_MTG_S2_L001_R1_001.fastq.gz
syn53123008  BBN006_35453_MTG_S2_L001_R2_001.fastq.gz
syn53058653  BBN006_35513_DPFC_S1_L001_R1_001.fastq.gz
syn53061766  BBN006_35513_DPFC_S1_L001_R2_001.fastq.gz
syn53122845  BBN006_35513_MTG_S1_L001_R1_001.fastq.gz
syn53123009  BBN006_35513_MTG_S1_L001_R2_001.fastq.gz
syn53122846  BBN006_35513_MTG_S2_L001_R1_001.fastq.gz
syn53123012  BBN006_35513_MTG_S2_L001_R2_001.fastq.gz
syn53058658  BBN006_35560_DPFC_S1_L001_R1_001.fastq.gz
syn53061771  BBN006_35560_DPFC_S1_L001_R2_001.fastq.gz
syn53058659  BBN006_35560_MTG_S1_L001_R1_001.fastq.gz
syn53061775  BBN006_35560_MTG_S1_L001_R2_001.fastq.gz
syn53058660  BBN006_36102_DPFC_S1_L001_R1_001.fastq.gz
syn53061776  BBN006_36102_DPFC_S1_L001_R2_001.fastq.gz
syn53058662  BBN006_36102_MTG_S1_L001_R1_001.fastq.gz
syn53061777  BBN006_36102_MTG_S1_L001_R2_001.fastq.gz
syn53058661  BBN006_36107_DPFC_S1_L001_R1_001.fastq.gz
syn53061778  BBN006_36107_DPFC_S1_L001_R2_001.fastq.gz
syn53058665  BBN006_36107_MTG_S1_L001_R1_001.fastq.gz
syn53061786  BBN006_36107_MTG_S1_L001_R2_001.fastq.gz
syn53058667  BBN006_36170_DPFC_S1_L001_R1_001.fastq.gz
syn53061787  BBN006_36170_DPFC_S1_L001_R2_001.fastq.gz
syn53058668  BBN006_36170_MTG_S1_L001_R1_001.fastq.gz
syn53061788  BBN006_36170_MTG_S1_L001_R2_001.fastq.gz
syn53058671  BBN_18407_DPFC_S1_L001_R1_001.fastq.gz
syn53061790  BBN_18407_DPFC_S1_L001_R2_001.fastq.gz
syn53058673  BBN_18407_MTG_S1_L001_R1_001.fastq.gz
syn53061791  BBN_18407_MTG_S1_L001_R2_001.fastq.gz
syn53058672  BBN_20121_DPFC_S1_L001_R1_001.fastq.gz
syn53061792  BBN_20121_DPFC_S1_L001_R2_001.fastq.gz
syn53058675  BBN_20593_DPFC_S1_L001_R1_001.fastq.gz
syn53061794  BBN_20593_DPFC_S1_L001_R2_001.fastq.gz
syn53122848  BBN_20618_DPFC_S1_L001_R1_001.fastq.gz
syn53123013  BBN_20618_DPFC_S1_L001_R2_001.fastq.gz
syn53122850  BBN_20618_DPFC_S2_L001_R1_001.fastq.gz
syn53123015  BBN_20618_DPFC_S2_L001_R2_001.fastq.gz
syn53122855  BBN_20618_MTG_S1_L001_R1_001.fastq.gz
syn53123016  BBN_20618_MTG_S1_L001_R2_001.fastq.gz
syn53122856  BBN_20618_MTG_S2_L001_R1_001.fastq.gz
syn53123019  BBN_20618_MTG_S2_L001_R2_001.fastq.gz
syn53058682  BBN_22612_DPFC_S1_L001_R1_001.fastq.gz
syn53061796  BBN_22612_DPFC_S1_L001_R2_001.fastq.gz
syn53058684  BBN_22612_MTG_S1_L001_R1_001.fastq.gz
syn53061797  BBN_22612_MTG_S1_L001_R2_001.fastq.gz
syn53058687  BBN_24243_DPFC_S1_L001_R1_001.fastq.gz
syn53061798  BBN_24243_DPFC_S1_L001_R2_001.fastq.gz
syn53058690  BBN_24243_MTG_S1_L001_R1_001.fastq.gz
syn53061803  BBN_24243_MTG_S1_L001_R2_001.fastq.gz
syn53058691  BBN_2564_DPFC_S1_L001_R1_001.fastq.gz
syn53061805  BBN_2564_DPFC_S1_L001_R2_001.fastq.gz
syn53165437  RSMG10_1_S1_L001_R1_001.fastq.gz
syn53165560  RSMG10_1_S1_L001_R2_001.fastq.gz
syn53165438  RSMG10_2_S1_L001_R1_001.fastq.gz
syn53165558  RSMG10_2_S1_L001_R2_001.fastq.gz
syn53165436  RSMG10_3_S1_L001_R1_001.fastq.gz
syn53165559  RSMG10_3_S1_L001_R2_001.fastq.gz
syn53165440  RSMG10_4_S1_L001_R1_001.fastq.gz
syn53165562  RSMG10_4_S1_L001_R2_001.fastq.gz
syn53165439  RSMG10_5_S1_L001_R1_001.fastq.gz
syn53165561  RSMG10_5_S1_L001_R2_001.fastq.gz
syn53165441  RSMG10_6_S1_L001_R1_001.fastq.gz
syn53165563  RSMG10_6_S1_L001_R2_001.fastq.gz
syn53165442  RSMG11_1_S1_L001_R1_001.fastq.gz
syn53165564  RSMG11_1_S1_L001_R2_001.fastq.gz
syn53165443  RSMG11_2_S1_L001_R1_001.fastq.gz
syn53165565  RSMG11_2_S1_L001_R2_001.fastq.gz
syn53165444  RSMG11_3_S1_L001_R1_001.fastq.gz
syn53165566  RSMG11_3_S1_L001_R2_001.fastq.gz
syn53165447  RSMG11_4_S1_L001_R1_001.fastq.gz
syn53165568  RSMG11_4_S1_L001_R2_001.fastq.gz
syn53165446  RSMG11_5_S1_L001_R1_001.fastq.gz
syn53165567  RSMG11_5_S1_L001_R2_001.fastq.gz
syn53165448  RSMG11_6_S1_L001_R1_001.fastq.gz
syn53165569  RSMG11_6_S1_L001_R2_001.fastq.gz
syn53165449  RSMG12_1_S1_L001_R1_001.fastq.gz
syn53165570  RSMG12_1_S1_L001_R2_001.fastq.gz
syn53165450  RSMG12_2_S1_L001_R1_001.fastq.gz
syn53165571  RSMG12_2_S1_L001_R2_001.fastq.gz
syn53165451  RSMG12_3_S1_L001_R1_001.fastq.gz
syn53165572  RSMG12_3_S1_L001_R2_001.fastq.gz
syn53165453  RSMG12_4_S1_L001_R1_001.fastq.gz
syn53165573  RSMG12_4_S1_L001_R2_001.fastq.gz
syn53165452  RSMG12_5_S1_L001_R1_001.fastq.gz
syn53165574  RSMG12_5_S1_L001_R2_001.fastq.gz
syn53165454  RSMG12_6_S1_L001_R1_001.fastq.gz
syn53165575  RSMG12_6_S1_L001_R2_001.fastq.gz
syn53165455  RSMG12_7_S1_L001_R1_001.fastq.gz
syn53165576  RSMG12_7_S1_L001_R2_001.fastq.gz
syn53165456  RSMG12_8_S1_L001_R1_001.fastq.gz
syn53165577  RSMG12_8_S1_L001_R2_001.fastq.gz
syn53165457  RSMG13_1_S1_L001_R1_001.fastq.gz
syn53165578  RSMG13_1_S1_L001_R2_001.fastq.gz
syn53165459  RSMG13_2_S1_L001_R1_001.fastq.gz
syn53165579  RSMG13_2_S1_L001_R2_001.fastq.gz
syn53165458  RSMG13_3_S1_L001_R1_001.fastq.gz
syn53165580  RSMG13_3_S1_L001_R2_001.fastq.gz
syn53165460  RSMG13_4_S1_L001_R1_001.fastq.gz
syn53165581  RSMG13_4_S1_L001_R2_001.fastq.gz
syn53165461  RSMG13_5_S1_L001_R1_001.fastq.gz
syn53165582  RSMG13_5_S1_L001_R2_001.fastq.gz
syn53165462  RSMG13_6_S1_L001_R1_001.fastq.gz
syn53165583  RSMG13_6_S1_L001_R2_001.fastq.gz
syn53165465  RSMG14_1_S1_L001_R1_001.fastq.gz
syn53165584  RSMG14_1_S1_L001_R2_001.fastq.gz
syn53165463  RSMG14_2_S1_L001_R1_001.fastq.gz
syn53165585  RSMG14_2_S1_L001_R2_001.fastq.gz
syn53165466  RSMG14_3_S1_L001_R1_001.fastq.gz
syn53165586  RSMG14_3_S1_L001_R2_001.fastq.gz
syn53165467  RSMG14_4_S1_L001_R1_001.fastq.gz
syn53165587  RSMG14_4_S1_L001_R2_001.fastq.gz
syn53165468  RSMG14_5_S1_L001_R1_001.fastq.gz
syn53165588  RSMG14_5_S1_L001_R2_001.fastq.gz
syn53165469  RSMG14_6_S1_L001_R1_001.fastq.gz
syn53165589  RSMG14_6_S1_L001_R2_001.fastq.gz
syn53165470  RSMG14_7_S1_L001_R1_001.fastq.gz
syn53165591  RSMG14_7_S1_L001_R2_001.fastq.gz
syn53165471  RSMG14_8_S1_L001_R1_001.fastq.gz
syn53165590  RSMG14_8_S1_L001_R2_001.fastq.gz
syn53165472  RSMG15_1_S1_L001_R1_001.fastq.gz
syn53165592  RSMG15_1_S1_L001_R2_001.fastq.gz
syn53165473  RSMG15_2_S1_L001_R1_001.fastq.gz
syn53165594  RSMG15_2_S1_L001_R2_001.fastq.gz
syn53165474  RSMG15_3_S1_L001_R1_001.fastq.gz
syn53165593  RSMG15_3_S1_L001_R2_001.fastq.gz
syn53165475  RSMG15_4_S1_L001_R1_001.fastq.gz
syn53165595  RSMG15_4_S1_L001_R2_001.fastq.gz
syn53165476  RSMG15_5_S1_L001_R1_001.fastq.gz
syn53165596  RSMG15_5_S1_L001_R2_001.fastq.gz
syn53165477  RSMG15_6_S1_L001_R1_001.fastq.gz
syn53165597  RSMG15_6_S1_L001_R2_001.fastq.gz
syn53165478  RSMG15_7_S1_L001_R1_001.fastq.gz
syn53165600  RSMG15_7_S1_L001_R2_001.fastq.gz
syn53165479  RSMG16_1_S1_L001_R1_001.fastq.gz
syn53165598  RSMG16_1_S1_L001_R2_001.fastq.gz
syn53165480  RSMG16_2_S1_L001_R1_001.fastq.gz
syn53165599  RSMG16_2_S1_L001_R2_001.fastq.gz
syn53165481  RSMG16_3_S1_L001_R1_001.fastq.gz
syn53165601  RSMG16_3_S1_L001_R2_001.fastq.gz
syn53165482  RSMG16_4_S1_L001_R1_001.fastq.gz
syn53165602  RSMG16_4_S1_L001_R2_001.fastq.gz
syn53165483  RSMG16_5_S1_L001_R1_001.fastq.gz
syn53165603  RSMG16_5_S1_L001_R2_001.fastq.gz
syn53165484  RSMG16_6_S1_L001_R1_001.fastq.gz
syn53165605  RSMG16_6_S1_L001_R2_001.fastq.gz
syn53165485  RSMG16_7_S1_L001_R1_001.fastq.gz
syn53165604  RSMG16_7_S1_L001_R2_001.fastq.gz
syn53165486  RSMG17_1_S1_L001_R1_001.fastq.gz
syn53165606  RSMG17_1_S1_L001_R2_001.fastq.gz
syn53165487  RSMG17_2_S1_L001_R1_001.fastq.gz
syn53165607  RSMG17_2_S1_L001_R2_001.fastq.gz
syn53165488  RSMG17_3_S1_L001_R1_001.fastq.gz
syn53165608  RSMG17_3_S1_L001_R2_001.fastq.gz
syn53165489  RSMG17_4_S1_L001_R1_001.fastq.gz
syn53165609  RSMG17_4_S1_L001_R2_001.fastq.gz
syn53165490  RSMG17_5_S1_L001_R1_001.fastq.gz
syn53165610  RSMG17_5_S1_L001_R2_001.fastq.gz
syn53165495  RSMG17_6_S1_L001_R1_001.fastq.gz
syn53165613  RSMG17_6_S1_L001_R2_001.fastq.gz
syn53165492  RSMG17_7_S1_L001_R1_001.fastq.gz
syn53165611  RSMG17_7_S1_L001_R2_001.fastq.gz
syn53165491  RSMG1_1_S1_L001_R1_001.fastq.gz
syn53165612  RSMG1_1_S1_L001_R2_001.fastq.gz
syn53165494  RSMG1_2_S1_L001_R1_001.fastq.gz
syn53165614  RSMG1_2_S1_L001_R2_001.fastq.gz
syn53165496  RSMG1_3_S1_L001_R1_001.fastq.gz
syn53165615  RSMG1_3_S1_L001_R2_001.fastq.gz
syn53165497  RSMG1_4_S1_L001_R1_001.fastq.gz
syn53165617  RSMG1_4_S1_L001_R2_001.fastq.gz
syn53165498  RSMG1_5_S1_L001_R1_001.fastq.gz
syn53165616  RSMG1_5_S1_L001_R2_001.fastq.gz
syn53165499  RSMG1_6_S1_L001_R1_001.fastq.gz
syn53165618  RSMG1_6_S1_L001_R2_001.fastq.gz
syn53165500  RSMG2_1_S1_L001_R1_001.fastq.gz
syn53165619  RSMG2_1_S1_L001_R2_001.fastq.gz
syn53165501  RSMG2_2_S1_L001_R1_001.fastq.gz
syn53165620  RSMG2_2_S1_L001_R2_001.fastq.gz
syn53165502  RSMG2_3_S1_L001_R1_001.fastq.gz
syn53165621  RSMG2_3_S1_L001_R2_001.fastq.gz
syn53165503  RSMG2_4_S1_L001_R1_001.fastq.gz
syn53165622  RSMG2_4_S1_L001_R2_001.fastq.gz
syn53165504  RSMG2_5_S1_L001_R1_001.fastq.gz
syn53165623  RSMG2_5_S1_L001_R2_001.fastq.gz
syn53165506  RSMG2_6_S1_L001_R1_001.fastq.gz
syn53165624  RSMG2_6_S1_L001_R2_001.fastq.gz
syn53165507  RSMG3_1_S1_L001_R1_001.fastq.gz
syn53165625  RSMG3_1_S1_L001_R2_001.fastq.gz
syn53165508  RSMG3_2_S1_L001_R1_001.fastq.gz
syn53165626  RSMG3_2_S1_L001_R2_001.fastq.gz
syn53165509  RSMG3_3_S1_L001_R1_001.fastq.gz
syn53165627  RSMG3_3_S1_L001_R2_001.fastq.gz
syn53165510  RSMG3_4_S1_L001_R1_001.fastq.gz
syn53165628  RSMG3_4_S1_L001_R2_001.fastq.gz
syn53165511  RSMG3_5_S1_L001_R1_001.fastq.gz
syn53165629  RSMG3_5_S1_L001_R2_001.fastq.gz
syn53165512  RSMG3_6_S1_L001_R1_001.fastq.gz
syn53165630  RSMG3_6_S1_L001_R2_001.fastq.gz
syn53165515  RSMG4_1_S1_L001_R1_001.fastq.gz
syn53165631  RSMG4_1_S1_L001_R2_001.fastq.gz
syn53165516  RSMG4_2_S1_L001_R1_001.fastq.gz
syn53165632  RSMG4_2_S1_L001_R2_001.fastq.gz
syn53165517  RSMG4_3_S1_L001_R1_001.fastq.gz
syn53165633  RSMG4_3_S1_L001_R2_001.fastq.gz
syn53165519  RSMG4_4_S1_L001_R1_001.fastq.gz
syn53165634  RSMG4_4_S1_L001_R2_001.fastq.gz
syn53165522  RSMG4_5_S1_L001_R1_001.fastq.gz
syn53165635  RSMG4_5_S1_L001_R2_001.fastq.gz
syn53165521  RSMG4_6_S1_L001_R1_001.fastq.gz
syn53165636  RSMG4_6_S1_L001_R2_001.fastq.gz
syn53165523  RSMG4_7_S1_L001_R1_001.fastq.gz
syn53165637  RSMG4_7_S1_L001_R2_001.fastq.gz
syn53165526  RSMG5_1_S1_L001_R1_001.fastq.gz
syn53165639  RSMG5_1_S1_L001_R2_001.fastq.gz
syn53165525  RSMG5_2_S1_L001_R1_001.fastq.gz
syn53165638  RSMG5_2_S1_L001_R2_001.fastq.gz
syn53165528  RSMG5_3_S1_L001_R1_001.fastq.gz
syn53165640  RSMG5_3_S1_L001_R2_001.fastq.gz
syn53165529  RSMG5_4_S1_L001_R1_001.fastq.gz
syn53165641  RSMG5_4_S1_L001_R2_001.fastq.gz
syn53165531  RSMG5_5_S1_L001_R1_001.fastq.gz
syn53165642  RSMG5_5_S1_L001_R2_001.fastq.gz
syn53165532  RSMG5_6_S1_L001_R1_001.fastq.gz
syn53165643  RSMG5_6_S1_L001_R2_001.fastq.gz
syn53165533  RSMG5_7_S1_L001_R1_001.fastq.gz
syn53165644  RSMG5_7_S1_L001_R2_001.fastq.gz
syn53165534  RSMG6_1_S1_L001_R1_001.fastq.gz
syn53165645  RSMG6_1_S1_L001_R2_001.fastq.gz
syn53165536  RSMG6_2_S1_L001_R1_001.fastq.gz
syn53165646  RSMG6_2_S1_L001_R2_001.fastq.gz
syn53165537  RSMG6_3_S1_L001_R1_001.fastq.gz
syn53165647  RSMG6_3_S1_L001_R2_001.fastq.gz
syn53165538  RSMG6_4_S1_L001_R1_001.fastq.gz
syn53165648  RSMG6_4_S1_L001_R2_001.fastq.gz
syn53165539  RSMG7_1_S1_L001_R1_001.fastq.gz
syn53165649  RSMG7_1_S1_L001_R2_001.fastq.gz
syn53165540  RSMG7_2_S1_L001_R1_001.fastq.gz
syn53165650  RSMG7_2_S1_L001_R2_001.fastq.gz
syn53165541  RSMG7_3_S1_L001_R1_001.fastq.gz
syn53165651  RSMG7_3_S1_L001_R2_001.fastq.gz
syn53165542  RSMG7_4_S1_L001_R1_001.fastq.gz
syn53165652  RSMG7_4_S1_L001_R2_001.fastq.gz
syn53165543  RSMG7_5_S1_L001_R1_001.fastq.gz
syn53165653  RSMG7_5_S1_L001_R2_001.fastq.gz
syn53165544  RSMG7_6_S1_L001_R1_001.fastq.gz
syn53165655  RSMG7_6_S1_L001_R2_001.fastq.gz
syn53165545  RSMG7_7_S1_L001_R1_001.fastq.gz
syn53165654  RSMG7_7_S1_L001_R2_001.fastq.gz
syn53165546  RSMG8_1_S1_L001_R1_001.fastq.gz
syn53165656  RSMG8_1_S1_L001_R2_001.fastq.gz
syn53165547  RSMG8_2_S1_L001_R1_001.fastq.gz
